calories,carbohydrate,sugar,protein,category,servings,high_traffic
98.76,7.28,16.56,1.15,Beverages,4,0
399.26,96.71,8.6,52.0,Pork,4,1
77.75,21.41,3.51,3.12,Vegetable,4,1
296.92,1.42,11.15,25.19,Breakfast,2,1
7.55,54.19,0.91,14.18,Lunch/Snacks,1,1
1646.67,9.42,5.12,245.57,Chicken,6,1
712.27,23.3,8.39,54.51,Chicken,2,1
259.36,20.05,3.45,91.16,Meat,4,1
71.73,25.82,2.41,33.21,Meat,6,0
1542.53,14.73,5.71,29.92,Lunch/Snacks,4,1
452.39,89.19,3.73,18.72,One Dish Meal,4,0
170.12,17.63,4.1,0.91,Beverages,1,0
2122.24,25.99,0.52,81.37,Pork,1,1
92.44,29.29,2.6,27.19,Chicken,1,0
336.52,1.05,1.89,5.22,Lunch/Snacks,2,0
87.17,13.21,0.39,158.81,Meat,4,0
891.11,15.2,1.5,286.97,Chicken,2,0
288.6,10.5,8.83,102.53,One Dish Meal,4,0
52.32,2.84,2.96,88.21,Meat,4,1
472.11,15.08,24.63,23.21,Breakfast,4,0
68.54,7.55,17.68,0.93,Beverages,4,0
,,,,Pork,6,1
557.66,36.78,3.0,19.55,One Dish Meal,1,1
1075.91,3.67,15.1,45.62,Meat,4,1
269.46,70.53,6.52,23.25,Potato,4,1
114.08,15.13,1.81,38.6,Chicken,1,1
231.35,60.56,0.01,5.16,Potato,6,1
375.32,131.8,16.43,4.76,Chicken,4,1
178.98,4.34,17.29,18.49,Vegetable,4,1
282.57,9.87,1.9,0.16,Beverages,4,0
332.19,25.86,1.04,20.25,Meat,4,1
31.75,16.71,1.02,23.14,Breakfast,1,0
2081.69,8.09,4.78,28.48,One Dish Meal,2,1
199.34,22.88,32.7,0.15,Beverages,2,0
208.31,84.21,4.99,43.5,One Dish Meal,6,1
26.16,32.73,1.32,0.73,Potato,2,1
0.3,5.19,0.96,1.51,Beverages,4,0
320.57,83.79,16.24,2.07,Dessert,1,1
1228.14,32.54,1.67,7.38,Potato,4,1
178.95,22.59,4.04,7.04,One Dish Meal,2,1
1295.21,34.77,0.75,171.22,Meat,2,1
781.15,3.91,0.39,21.41,Pork,4,1
1148.55,10.37,5.7,30.83,Meat,6,1
135.76,21.48,7.94,7.3,Chicken,4,0
438.66,127.47,3.61,0.07,Dessert,2,1
73.91,35.05,2.09,14.68,Vegetable,6,1
,,,,Pork,4,1
396.37,16.85,2.48,0.27,Beverages,1,1
138.81,12.91,14.61,0.04,Beverages,1,0
665.49,15.55,0.77,18.8,Chicken,4,1
449.22,96.11,4.6,6.58,Pork,2,1
82.32,16.44,2.86,16.22,Breakfast,2,0
70.25,28.84,4.54,3.96,Breakfast,4,0
26.14,48.43,1.98,30.48,Lunch/Snacks,4,1
333.01,19.44,0.69,12.47,Meat,1,1
343.26,85.06,1.58,19.57,Lunch/Snacks,2,0
27.11,22.63,4.93,0.0,Beverages,1,0
959.51,4.4,44.54,12.12,Dessert,1,0
0.59,18.82,58.0,16.44,Dessert,2,1
409.66,31.32,13.83,29.86,Meat,1,1
94.41,25.98,23.79,1.49,Dessert,4,1
299.32,9.58,2.5,125.5,Chicken,6,1
410.92,23.17,1.04,19.34,Meat,6,0
720.31,6.88,0.76,17.24,Meat,4,1
,,,,Chicken,6,0
1243.9,74.77,0.75,8.2,Lunch/Snacks,2,0
372.33,11.65,5.53,34.21,Pork,2,1
1646.83,101.11,2.77,14.87,Meat,1,1
186.21,83.94,1.98,22.4,Chicken,4,1
1179.5,0.31,13.7,1.42,One Dish Meal,4,1
96.49,37.38,3.93,1.24,Potato,6,1
592.12,27.54,2.97,21.88,Lunch/Snacks,4,0
275.96,29.94,13.22,7.49,Chicken,1,1
316.45,2.65,4.68,79.71,Meat,6,1
551.3,126.97,1.51,9.77,Breakfast,4,0
74.78,2.97,7.55,0.7,Beverages,6,0
42.01,12.0,11.7,1.32,Beverages,1,0
853.22,24.8,0.9,14.1,Lunch/Snacks,4,0
1251.42,12.28,0.17,0.59,Lunch/Snacks,4,1
1830.28,3.92,1.83,44.74,Chicken,1,1
255.58,47.45,1.58,4.92,Vegetable,4,1
111.1,37.55,6.6,239.57,Lunch/Snacks,2,0
278.35,22.25,1.51,17.9,Chicken,1,1
1330.48,10.34,5.22,77.57,Chicken,1,0
798.39,0.86,0.5,0.4,Vegetable,4,1
104.25,44.61,5.12,2.89,Vegetable,4,1
521.78,76.37,12.63,8.62,Potato,6,1
166.73,15.74,4.34,169.78,Meat,4,1
1203.79,46.46,1.26,7.99,One Dish Meal,4,0
272.31,73.05,7.68,0.29,Beverages,2,0
766.8,13.6,8.27,17.85,Lunch/Snacks,6,0
0.54,30.59,10.45,0.36,Beverages,6,1
191.89,19.29,5.49,3.71,Potato,4,1
92.61,1.35,3.59,0.04,Beverages,6,1
44.77,11.91,7.93,1.07,Potato,6,1
265.71,11.68,11.7,0.79,Vegetable,2,1
406.57,8.78,0.09,0.61,Dessert,6,0
374.27,74.16,5.91,0.38,Lunch/Snacks,2,0
1165.14,0.14,4.36,9.64,Potato,1,1
160.08,14.21,10.22,3.81,Potato,4,1
1045.21,5.12,1.79,70.69,Meat,4,0
362.78,97.21,0.55,21.11,Lunch/Snacks,2,1
771.52,96.03,1.49,7.52,Dessert,4,1
357.15,39.67,2.24,38.63,Chicken,4,0
25.21,0.47,20.64,52.56,Pork,2,1
28.33,66.3,0.77,10.13,Lunch/Snacks,6,0
1550.2,72.86,1.49,40.33,Chicken,4,1
338.71,59.94,12.26,30.72,Breakfast,4,0
1878.82,0.8,7.6,89.01,Chicken,1,1
71.87,31.44,1.34,32.45,Chicken,2,0
6.23,56.43,5.6,2.12,Lunch/Snacks,6,1
1177.94,48.25,0.78,18.3,Pork,2,1
551.7,1.11,5.9,186.18,Pork,4,1
561.72,18.83,11.76,5.69,Dessert,4,0
525.28,62.46,1.27,10.85,Lunch/Snacks,1,1
46.34,18.24,0.15,1.58,Vegetable,4,1
124.67,22.33,0.61,1.31,Potato,4,1
242.85,28.81,1.99,8.57,Breakfast,1,0
460.49,18.84,16.96,52.0,Chicken,4,0
225.36,23.06,7.59,21.57,Chicken,4,0
161.3,35.29,3.23,3.51,Potato,6,1
539.11,13.46,0.83,13.39,Chicken,4,1
64.36,11.28,12.47,20.87,Potato,4,1
567.1,15.55,9.34,14.1,Chicken,4,0
1377.61,18.99,7.93,38.94,One Dish Meal,4,1
47.89,4.2,11.78,0.93,Beverages,6,0
41.92,25.28,1.95,14.62,Chicken,2,1
1044.92,24.34,5.6,4.66,Chicken,4,0
48.11,5.13,0.29,0.51,Lunch/Snacks,4,1
156.0,20.96,10.28,77.39,Meat,1,1
108.58,21.67,0.24,11.24,Vegetable,1,1
94.27,383.06,5.98,39.61,Potato,1,1
10.66,2.32,0.08,73.42,Pork,6,1
1370.8,0.48,2.15,1.65,Meat,4,0
9.26,17.44,8.16,10.81,Potato,6,1
392.95,103.46,4.97,1.06,Vegetable,6,1
378.65,38.0,5.39,24.04,Meat,6,0
54.81,12.49,8.26,12.53,Breakfast,6,0
,,,,Pork,4,1
245.53,4.92,22.74,82.39,Chicken,6,0
74.56,47.47,16.36,45.15,Pork,4,1
350.61,73.29,17.77,1.98,Dessert,4,1
267.51,15.99,5.77,0.95,Dessert,1,0
217.78,0.62,4.51,0.46,Vegetable,6,1
528.9,18.65,3.31,6.04,Potato,4,0
652.18,53.19,28.18,2.6,Breakfast,6,0
21.09,10.5,4.66,0.02,Beverages,2,0
24.21,67.02,13.47,7.82,Breakfast,6,0
11.57,20.55,0.5,0.02,Beverages,1,0
235.91,43.2,41.24,4.27,Dessert,1,1
81.56,33.08,2.34,11.2,Breakfast,4,1
129.07,37.3,2.09,31.57,Pork,2,1
,,,,Chicken,1,0
125.76,9.18,0.54,85.32,Chicken,2,1
192.8,78.29,0.41,1.62,Potato,1,1
27.65,31.14,3.6,8.66,Potato,4,1
640.65,8.32,2.04,53.64,Meat,4,0
15.79,11.89,5.08,3.75,Vegetable,4,1
158.46,20.62,6.3,4.75,Vegetable,2,1
375.59,15.42,7.6,17.7,One Dish Meal,4,1
187.87,55.51,9.99,86.09,One Dish Meal,4,0
139.19,20.1,18.4,3.95,Breakfast,4,1
217.14,6.69,10.0,15.17,Meat,4,1
426.27,14.98,9.75,4.48,Breakfast,2,0
999.13,51.34,2.82,25.25,Lunch/Snacks,1,1
535.55,0.08,4.4,5.56,One Dish Meal,6,1
628.49,20.86,0.33,17.74,Chicken,6,1
621.54,14.16,10.7,39.69,Chicken,6,1
257.71,140.96,9.46,8.77,Breakfast,6,1
625.76,23.38,11.99,25.79,Breakfast,2,1
54.39,61.77,8.77,12.89,Pork,4,1
113.37,4.9,1.29,17.08,Pork,6,1
0.14,18.12,11.15,87.34,Lunch/Snacks,2,1
1503.92,13.49,4.79,1.9,Chicken,6,0
46.66,4.7,13.11,35.28,Chicken,1,0
641.05,26.99,1.08,20.2,Meat,1,0
1435.35,75.43,17.09,0.36,Lunch/Snacks,1,1
200.73,9.04,2.22,4.72,Breakfast,4,0
406.05,128.22,18.58,15.06,Breakfast,2,0
110.69,58.8,45.33,1.23,Dessert,6,1
529.68,23.75,2.28,15.81,Breakfast,1,1
,,,,One Dish Meal,4,0
24.05,59.63,0.31,142.03,Chicken,4,1
,,,,Meat,2,0
12.25,11.17,7.44,26.89,Meat,6,1
1199.2,40.96,1.55,29.53,Pork,6,1
25.23,11.51,10.32,9.57,Vegetable,4,1
33.36,33.62,19.04,13.24,Breakfast,4,0
624.57,3.46,14.41,15.7,Chicken,1,0
970.22,177.22,1.8,6.44,Lunch/Snacks,2,1
373.3,113.99,3.05,7.32,One Dish Meal,2,0
470.68,2.71,3.92,31.4,Breakfast,1,0
1291.46,63.62,8.22,18.86,Lunch/Snacks,1,1
474.73,12.78,3.66,1.17,Beverages,4,0
180.52,12.4,24.65,5.08,Dessert,2,1
576.89,4.79,20.92,4.29,One Dish Meal,2,0
141.15,68.04,1.48,6.95,Meat,4,1
